,,Frequency_Substation_01,Frequency_Substation_02,Frequency_Substation_03,Frequency_Substation_04,Frequency_Substation_05,Frequency_Substation_06,Frequency_Substation_07,Frequency_Substation_08,Frequency_Substation_09,Frequency_Substation_10
97,Frequency_Substation_07,-0.023772700629758652,-0.07761900708742396,-0.010731737629122207,0.018077951390470748,0.22512765544514515,0.11010502807708718,0.9999999971469271,-0.09893149634541318,-0.01332527066598979,-0.08444022568817197
97,Frequency_Substation_08,0.24716505508775596,-0.12347450818391215,-0.04077245446042261,-0.1584406286495166,0.20818127579185902,0.11447947813275322,-0.09893149634541318,0.9999999870163271,-0.056663685724813936,-0.07314404708467175
97,Frequency_Substation_09,-0.06711736607577887,0.10226134200658202,-0.12746905758171678,0.080986920161547,-0.09125323518164388,0.19601929783233846,-0.01332527066598979,-0.056663685724813936,1.000000039328449,-0.09077806225474119
97,Frequency_Substation_10,0.07925465640310031,-0.14888465442161442,-0.10806774845787252,0.1480921375039283,-0.03506224877948565,-0.029936259005482597,-0.08444022568817197,-0.07314404708467175,-0.09077806225474119,0.9999999710921117
98,Frequency_Substation_01,0.9999999955572028,0.22827870168963907,0.08562785567876141,-0.06808907601799342,0.12210129035072001,-0.028582326779301608,-0.013746954841259524,0.2027332246324019,-0.0274192502861834,0.0604928397090876
98,Frequency_Substation_02,0.22827870168963907,1.0000000362519457,0.1528851827923435,0.1995980712047036,-0.2154496576551816,-0.05923648829570386,-0.048758212472797005,-0.07276299849247397,-0.001789009963424355,-0.1258513113079256
98,Frequency_Substation_03,0.08562785567876141,0.1528851827923435,0.9999999951332109,-0.09692634430638954,0.06626737886680321,-0.0551088910304819,0.012176788131349495,-0.12831791245280558,-0.0459764806623112,-0.14645488918189428
98,Frequency_Substation_04,-0.06808907601799342,0.1995980712047036,-0.09692634430638954,1.0000000006892693,0.02880535830609597,-0.11884142552909083,0.021532296746885768,-0.1319322253738583,0.04701794014860971,0.16225691718433005
98,Frequency_Substation_05,0.12210129035072001,-0.2154496576551816,0.06626737886680321,0.02880535830609597,0.9999999594834306,-0.018767369283515602,0.2502012902731786,0.07599163256882743,0.04656265525258481,-0.09610795509996765
98,Frequency_Substation_06,-0.028582326779301608,-0.05923648829570386,-0.0551088910304819,-0.11884142552909083,-0.018767369283515602,0.9999999745399341,0.06955533614361491,0.18209114803405332,0.1496124170238638,0.00014040962423492417
98,Frequency_Substation_07,-0.013746954841259524,-0.048758212472797005,0.012176788131349495,0.021532296746885768,0.2502012902731786,0.06955533614361491,0.9999999717843417,-0.14585826481824424,0.024383219369277103,-0.10403540085595483
98,Frequency_Substation_08,0.2027332246324019,-0.07276299849247397,-0.12831791245280558,-0.1319322253738583,0.07599163256882743,0.18209114803405332,-0.14585826481824424,0.9999999798718145,-0.020368769290653708,-0.0720971970136175
98,Frequency_Substation_09,-0.0274192502861834,-0.001789009963424355,-0.0459764806623112,0.04701794014860971,0.04656265525258481,0.1496124170238638,0.024383219369277103,-0.020368769290653708,0.9999999688412015,-0.07074995165864428
98,Frequency_Substation_10,0.0604928397090876,-0.1258513113079256,-0.14645488918189428,0.16225691718433005,-0.09610795509996765,0.00014040962423492417,-0.10403540085595483,-0.0720971970136175,-0.07074995165864428,1.0000000244775769
99,Frequency_Substation_01,0.9999999437083877,0.25752851630286366,0.08238701942714517,-0.0851669019429376,0.0696611411932583,0.023815276329129904,0.06509453395173585,0.2177267265692383,0.003303781397908237,0.1399866303472013
99,Frequency_Substation_02,0.25752851630286366,0.9999999885705668,0.15159725998840673,0.18544124762545694,-0.24667338490840246,-0.018913331111186395,0.00135939263945619,-0.0640428399245491,0.013617794851966075,-0.06902716562441387
99,Frequency_Substation_03,0.08238701942714517,0.15159725998840673,0.9999999817192167,-0.09946046438070305,0.06611241732743345,-0.0518018703501222,0.021443063047382742,-0.12465664485083376,-0.040401934674601424,-0.13371450960189254
99,Frequency_Substation_04,-0.0851669019429376,0.18544124762545694,-0.09946046438070305,1.000000031618806,0.047723857218053216,-0.12910627339428377,0.01565982073832654,-0.12875187992991866,0.05046500005466465,0.1510708730540394
99,Frequency_Substation_05,0.0696611411932583,-0.24667338490840246,0.06611241732743345,0.047723857218053216,1.000000012417604,-0.07166914677888936,0.15734900434749613,0.055081541431870606,0.013763799551717172,-0.17822077988103943
99,Frequency_Substation_06,0.023815276329129904,-0.018913331111186395,-0.0518018703501222,-0.12910627339428377,-0.07166914677888936,1.0000000192497802,0.12537496485969388,0.18638979023108554,0.1636000776077472,0.06343595327205459
99,Frequency_Substation_07,0.06509453395173585,0.00135939263945619,0.021443063047382742,0.01565982073832654,0.15734900434749613,0.12537496485969388,1.000000006222257,-0.156510642533448,0.016572058994007308,-0.059923605851116495
99,Frequency_Substation_08,0.2177267265692383,-0.0640428399245491,-0.12465664485083376,-0.12875187992991866,0.055081541431870606,0.18638979023108554,-0.156510642533448,0.9999999463275105,-0.033959976636016416,-0.08127451890332543
99,Frequency_Substation_09,0.003303781397908237,0.013617794851966075,-0.040401934674601424,0.05046500005466465,0.013763799551717172,0.1636000776077472,0.016572058994007308,-0.033959976636016416,0.9999999475516139,-0.0743072014483703
99,Frequency_Substation_10,0.1399866303472013,-0.06902716562441387,-0.13371450960189254,0.1510708730540394,-0.17822077988103943,0.06343595327205459,-0.059923605851116495,-0.08127451890332543,-0.0743072014483703,0.9999999886158651
100,Frequency_Substation_01,0.9999999850515089,0.2484427731477172,0.12565033047529328,-0.08715376030262358,0.0449118623217975,0.032007380052403944,0.11825400612146147,0.20838086927235236,0.03595594125790096,0.09192201229786251
100,Frequency_Substation_02,0.2484427731477172,1.0000000174839727,0.15194881841462146,0.18546316249123318,-0.24796002107407064,-0.020241760725509175,-0.0037385823791032855,-0.0645444925852055,0.008924822597696997,-0.0632180213868033
100,Frequency_Substation_03,0.12565033047529328,0.15194881841462146,0.999999994951473,-0.09298487369397576,0.09776861137000821,-0.04223815846601861,0.008563053941055637,-0.10582195572057748,-0.016102165243513593,-0.138643817990814
100,Frequency_Substation_04,-0.08715376030262358,0.18546316249123318,-0.09298487369397576,0.9999999706135296,0.0425464614020618,-0.12974892778765526,0.02141855142693223,-0.13273682426525352,0.049052121656484475,0.14606667920517052
100,Frequency_Substation_05,0.0449118623217975,-0.24796002107407064,0.09776861137000821,0.0425464614020618,0.9999999431222961,-0.07822423606512367,0.17089761547451487,0.04140079972461453,0.0011827756278034365,-0.17858612884193947
100,Frequency_Substation_06,0.032007380052403944,-0.020241760725509175,-0.04223815846601861,-0.12974892778765526,-0.07822423606512367,1.0000000121511978,0.13815146702010006,0.18548135644443986,0.16979024903547937,0.050917542688287326
100,Frequency_Substation_07,0.11825400612146147,-0.0037385823791032855,0.008563053941055637,0.02141855142693223,0.17089761547451487,0.13815146702010006,0.9999999306269419,-0.13993641070546556,0.05569153580830999,-0.08595934503260791
100,Frequency_Substation_08,0.20838086927235236,-0.0645444925852055,-0.10582195572057748,-0.13273682426525352,0.04140079972461453,0.18548135644443986,-0.13993641070546556,1.0000000773265965,-0.034214041512904546,-0.08838492746370676
100,Frequency_Substation_09,0.03595594125790096,0.008924822597696997,-0.016102165243513593,0.049052121656484475,0.0011827756278034365,0.16979024903547937,0.05569153580830999,-0.034214041512904546,1.0000000449570543,-0.10685828802335856
100,Frequency_Substation_10,0.09192201229786251,-0.0632180213868033,-0.138643817990814,0.14606667920517052,-0.17858612884193947,0.050917542688287326,-0.08595934503260791,-0.08838492746370676,-0.10685828802335856,1.0000000238316968
101,Frequency_Substation_01,1.0000000080566296,0.3285481801870228,0.12748088875240207,-0.038166089062858344,0.019313961865591263,0.015625203743580826,0.1452003252361761,0.2108016161223504,0.012173919356786586,0.08583703709942177
101,Frequency_Substation_02,0.3285481801870228,1.000000066737829,0.1488708736124657,0.09774678816512553,-0.21166534976740048,0.012142789613955013,-0.06708581755475973,-0.06600741704828038,0.05968406977355791,-0.050038802878285306
101,Frequency_Substation_03,0.12748088875240207,0.1488708736124657,0.9999999959708457,-0.08215529631270656,0.08770337849755598,-0.04635164903650592,0.06363095279065767,-0.12475674394666984,-0.038632533875377274,-0.1841448476117035
101,Frequency_Substation_04,-0.038166089062858344,0.09774678816512553,-0.08215529631270656,1.0000000098764348,0.08501575939822355,-0.109479282660489,-0.001470381289320647,-0.14784010369631537,0.0813519002872361,0.12810266112392335
101,Frequency_Substation_05,0.019313961865591263,-0.21166534976740048,0.08770337849755598,0.08501575939822355,0.9999999618925409,-0.09178826426459502,0.173935500934662,0.048384081085556814,-0.01189665556388576,-0.1601016889395159
101,Frequency_Substation_06,0.015625203743580826,0.012142789613955013,-0.04635164903650592,-0.109479282660489,-0.09178826426459502,0.9999999771099805,0.14042668681333084,0.1887619735735741,0.16159551459573152,0.055694531114526616
101,Frequency_Substation_07,0.1452003252361761,-0.06708581755475973,0.06363095279065767,-0.001470381289320647,0.173935500934662,0.14042668681333084,0.9999999886686841,-0.16870043316183825,0.03769304704453908,-0.16072146811460214
101,Frequency_Substation_08,0.2108016161223504,-0.06600741704828038,-0.12475674394666984,-0.14784010369631537,0.048384081085556814,0.1887619735735741,-0.16870043316183825,0.9999999422946537,-0.019310876783942565,-0.05270430282640459
101,Frequency_Substation_09,0.012173919356786586,0.05968406977355791,-0.038632533875377274,0.0813519002872361,-0.01189665556388576,0.16159551459573152,0.03769304704453908,-0.019310876783942565,1.000000049925525,-0.06969072170939068
101,Frequency_Substation_10,0.08583703709942177,-0.050038802878285306,-0.1841448476117035,0.12810266112392335,-0.1601016889395159,0.055694531114526616,-0.16072146811460214,-0.05270430282640459,-0.06969072170939068,1.000000023980842
102,Frequency_Substation_01,1.0000000027743114,0.3464417227043125,0.14196113562290538,-0.014729896557818782,0.013041612760796382,0.009243181121101313,0.1477012135021572,0.21840563917008946,0.00737540968138275,0.09283280843461221
102,Frequency_Substation_02,0.3464417227043125,1.000000034218587,0.15608429744401722,0.07785213505478404,-0.19440104837662345,0.021756255879086188,-0.06427468194998905,-0.06178271123888073,0.07975621970863268,-0.0429503593212916
102,Frequency_Substation_03,0.14196113562290538,0.15608429744401722,0.9999999824419936,-0.0587416117567002,0.08829084773665577,-0.05032659057100923,0.06873095198304122,-0.10761790447140936,-0.03649855886079183,-0.16720016533442414
102,Frequency_Substation_04,-0.014729896557818782,0.07785213505478404,-0.0587416117567002,0.9999999816295334,0.10643172674770911,-0.10419619824104749,0.005601839053462459,-0.1339197485442078,0.10029625048682711,0.14353580193400634
102,Frequency_Substation_05,0.013041612760796382,-0.19440104837662345,0.08829084773665577,0.10643172674770911,0.9999999801566831,-0.10034553989230074,0.17391078386161074,0.0485916634602238,-0.024995651381039204,-0.1629047314522831
102,Frequency_Substation_06,0.009243181121101313,0.021756255879086188,-0.05032659057100923,-0.10419619824104749,-0.10034553989230074,1.0000000351351532,0.1387787987317608,0.18534965752822896,0.1559813426753774,0.05183206099931471
102,Frequency_Substation_07,0.1477012135021572,-0.06427468194998905,0.06873095198304122,0.005601839053462459,0.17391078386161074,0.1387787987317608,0.9999999662947585,-0.16449584434635592,0.03703127573104118,-0.15714475046470802
102,Frequency_Substation_08,0.21840563917008946,-0.06178271123888073,-0.10761790447140936,-0.1339197485442078,0.0485916634602238,0.18534965752822896,-0.16449584434635592,1.0000000186452656,-0.018764399931544596,-0.044411737429269696
102,Frequency_Substation_09,0.00737540968138275,0.07975621970863268,-0.03649855886079183,0.10029625048682711,-0.024995651381039204,0.1559813426753774,0.03703127573104118,-0.018764399931544596,1.0000000676444398,-0.07116755593238158
102,Frequency_Substation_10,0.09283280843461221,-0.0429503593212916,-0.16720016533442414,0.14353580193400634,-0.1629047314522831,0.05183206099931471,-0.15714475046470802,-0.044411737429269696,-0.07116755593238158,1.0000000076020013
103,Frequency_Substation_01,0.9999999878495393,0.3079775333441631,0.1281309587325431,0.016063714165219598,0.02050860569127188,-0.004511624060383224,0.15022808827981957,0.24748322347808918,0.02713430175055248,0.10821354751406265
103,Frequency_Substation_02,0.3079775333441631,0.9999999998683559,0.16575139238211967,0.024044996179024412,-0.18843334660133268,0.0063977140575812936,-0.07496304506458168,-0.12247994726801961,0.038541294044513376,-0.05146306066221132
103,Frequency_Substation_03,0.1281309587325431,0.16575139238211967,0.9999999792829093,-0.07010613102642323,0.08603010319585658,-0.04696143429351037,0.06670125001521073,-0.12004545637398636,-0.04437446885586276,-0.17225931771577416
103,Frequency_Substation_04,0.016063714165219598,0.024044996179024412,-0.07010613102642323,0.9999999903434404,0.1268256075106831,-0.14756039324331666,0.004280201052063289,-0.12963844570965288,0.09892584543154449,0.16742621212355802
103,Frequency_Substation_05,0.02050860569127188,-0.18843334660133268,0.08603010319585658,0.1268256075106831,0.9999999796463812,-0.08846153814573302,0.17922566984855642,0.07313956619626963,-0.008014976023687545,-0.1635789613764485
103,Frequency_Substation_06,-0.004511624060383224,0.0063977140575812936,-0.04696143429351037,-0.14756039324331666,-0.08846153814573302,0.9999999930777856,0.13108855344567566,0.13791070414633264,0.12317809507915002,0.05571202474729849
103,Frequency_Substation_07,0.15022808827981957,-0.07496304506458168,0.06670125001521073,0.004280201052063289,0.17922566984855642,0.13108855344567566,0.9999999891488215,-0.16727028102111136,0.03458833420835684,-0.151860903130036
103,Frequency_Substation_08,0.24748322347808918,-0.12247994726801961,-0.12004545637398636,-0.12963844570965288,0.07313956619626963,0.13791070414633264,-0.16727028102111136,1.0000000388171002,-0.024393440398192374,-0.016234227547740322
103,Frequency_Substation_09,0.02713430175055248,0.038541294044513376,-0.04437446885586276,0.09892584543154449,-0.008014976023687545,0.12317809507915002,0.03458833420835684,-0.024393440398192374,1.0000000100587012,-0.052591408618294956
103,Frequency_Substation_10,0.10821354751406265,-0.05146306066221132,-0.17225931771577416,0.16742621212355802,-0.1635789613764485,0.05571202474729849,-0.151860903130036,-0.016234227547740322,-0.052591408618294956,0.999999999395832
104,Frequency_Substation_01,1.000000020162954,0.30362365552437465,0.13705981102463755,0.021153451321879378,0.030134095030767145,0.0048409876113182666,0.13608009133748314,0.23130566290794638,0.05685780381387065,0.11330255915465302
104,Frequency_Substation_02,0.30362365552437465,0.9999999991272747,0.18110522576763985,0.02757545690224919,-0.19195290553456829,-0.0010014658899040966,-0.08318694550456672,-0.13492573344964265,0.035546708540100586,-0.047979205881478824
104,Frequency_Substation_03,0.13705981102463755,0.18110522576763985,0.9999999884106195,-0.06344124397494766,0.04383297778850466,-0.09381459006596228,0.06681411052824482,-0.12218835521473177,-0.1146140042550395,-0.16097297781874825
104,Frequency_Substation_04,0.021153451321879378,0.02757545690224919,-0.06344124397494766,0.9999999886941858,0.12010059748976452,-0.1528143269642758,0.007484134689972399,-0.12756047027585493,0.08574231802179534,0.16737151393725294
104,Frequency_Substation_05,0.030134095030767145,-0.19195290553456829,0.04383297778850466,0.12010059748976452,0.9999999788609326,-0.06948472745133015,0.1908879210257971,0.09140234077537857,0.005653344390083061,-0.16854561308806817
104,Frequency_Substation_06,0.0048409876113182666,-0.0010014658899040966,-0.09381459006596228,-0.1528143269642758,-0.06948472745133015,0.999999969686277,0.1429501954220785,0.1577697939174703,0.14356986794322418,0.047862676482072083
104,Frequency_Substation_07,0.13608009133748314,-0.08318694550456672,0.06681411052824482,0.007484134689972399,0.1908879210257971,0.1429501954220785,0.9999999778628186,-0.18482590769131585,0.06511518665401664,-0.1504836941699338
104,Frequency_Substation_08,0.23130566290794638,-0.13492573344964265,-0.12218835521473177,-0.12756047027585493,0.09140234077537857,0.1577697939174703,-0.18482590769131585,0.9999999797897513,0.019157919928184282,-0.014331202237970523
104,Frequency_Substation_09,0.05685780381387065,0.035546708540100586,-0.1146140042550395,0.08574231802179534,0.005653344390083061,0.14356986794322418,0.06511518665401664,0.019157919928184282,0.9999999887558885,-0.06504777313510582
104,Frequency_Substation_10,0.11330255915465302,-0.047979205881478824,-0.16097297781874825,0.16737151393725294,-0.16854561308806817,0.047862676482072083,-0.1504836941699338,-0.014331202237970523,-0.06504777313510582,0.9999999727384572
105,Frequency_Substation_01,0.9999999785047636,0.30518070704804545,0.14038133864119565,0.02949298512544494,0.02070342420787395,-0.00923026903711547,0.13421184332024755,0.23735509793147638,0.05684347436841258,0.11681678672741247
105,Frequency_Substation_02,0.30518070704804545,1.000000010850759,0.19135161216638677,0.0575910271131609,-0.21560598518138055,-0.03715814931094191,-0.10427159714849772,-0.12304591525668175,0.026085111338328026,-0.03526199348925017
105,Frequency_Substation_03,0.14038133864119565,0.19135161216638677,1.0000000118139247,-0.058431551719563504,0.02743509283640327,-0.11814701462758262,0.07108698690459736,-0.13487012122322556,-0.10497217816088125,-0.16856645349205962
105,Frequency_Substation_04,0.02949298512544494,0.0575910271131609,-0.058431551719563504,0.9999999616350318,0.11539163636078367,-0.17459461569893545,0.043071530996013484,-0.1794447673668995,0.12837131207857966,0.13735373785138738
105,Frequency_Substation_05,0.02070342420787395,-0.21560598518138055,0.02743509283640327,0.11539163636078367,1.0000000328328462,-0.002865241006638598,0.17731207884242361,0.12210746414459198,-0.0224937249461926,-0.14911126522144877
105,Frequency_Substation_06,-0.00923026903711547,-0.03715814931094191,-0.11814701462758262,-0.17459461569893545,-0.002865241006638598,1.0000000440861794,0.13216505560254696,0.18283680639374728,0.10467257241884806,0.06209720607321518
105,Frequency_Substation_07,0.13421184332024755,-0.10427159714849772,0.07108698690459736,0.043071530996013484,0.17731207884242361,0.13216505560254696,1.000000025663379,-0.1519990603756309,0.03489928221032288,-0.12468280539102915
105,Frequency_Substation_08,0.23735509793147638,-0.12304591525668175,-0.13487012122322556,-0.1794447673668995,0.12210746414459198,0.18283680639374728,-0.1519990603756309,0.9999999839630073,0.04983476748128407,-0.04631564222255726
105,Frequency_Substation_09,0.05684347436841258,0.026085111338328026,-0.10497217816088125,0.12837131207857966,-0.0224937249461926,0.10467257241884806,0.03489928221032288,0.04983476748128407,0.9999999817706501,-0.04179135654985292
105,Frequency_Substation_10,0.11681678672741247,-0.03526199348925017,-0.16856645349205962,0.13735373785138738,-0.14911126522144877,0.06209720607321518,-0.12468280539102915,-0.04631564222255726,-0.04179135654985292,0.9999999800445636
106,Frequency_Substation_01,1.0000000211315894,0.29243094981813017,0.20472989652599027,0.029363452767603045,0.06851985969434497,-0.001032980984351052,0.1433541032823344,0.2735117122865851,0.06541965220603353,0.08107157362111311
106,Frequency_Substation_02,0.29243094981813017,0.9999999462109013,0.1867301684234283,0.04892567413596329,-0.22505482777412428,-0.03673817008760038,-0.10271853573931737,-0.12058435929733714,0.008631828534181634,-0.028590401901371954
106,Frequency_Substation_03,0.20472989652599027,0.1867301684234283,0.9999999986541079,-0.04716957551256472,0.026721428059816053,-0.12231361277564722,0.06875376607704745,-0.14851630034234004,-0.08408495545483964,-0.16440823813627717
106,Frequency_Substation_04,0.029363452767603045,0.04892567413596329,-0.04716957551256472,1.000000027199745,0.12760843560589566,-0.17309061126583844,0.043111089285011076,-0.17671330929092757,0.13608674261258524,0.12762783298979438
106,Frequency_Substation_05,0.06851985969434497,-0.22505482777412428,0.026721428059816053,0.12760843560589566,1.0000000217877636,-0.004499086537082296,0.17408073676113334,0.11440398745784859,0.003441385634611169,-0.15252656553869381
106,Frequency_Substation_06,-0.001032980984351052,-0.03673817008760038,-0.12231361277564722,-0.17309061126583844,-0.004499086537082296,1.0000000075871098,0.13179686544570074,0.18140392756417698,0.10542882721768944,0.06401404229060874
106,Frequency_Substation_07,0.1433541032823344,-0.10271853573931737,0.06875376607704745,0.043111089285011076,0.17408073676113334,0.13179686544570074,1.0000000073923023,-0.15385660216918934,0.034295884146637506,-0.12277751736095618
106,Frequency_Substation_08,0.2735117122865851,-0.12058435929733714,-0.14851630034234004,-0.17671330929092757,0.11440398745784859,0.18140392756417698,-0.15385660216918934,0.9999999628820138,0.05340007031816247,-0.03899022674331271
106,Frequency_Substation_09,0.06541965220603353,0.008631828534181634,-0.08408495545483964,0.13608674261258524,0.003441385634611169,0.10542882721768944,0.034295884146637506,0.05340007031816247,1.0000000339154118,-0.05908166644971597
106,Frequency_Substation_10,0.08107157362111311,-0.028590401901371954,-0.16440823813627717,0.12762783298979438,-0.15252656553869381,0.06401404229060874,-0.12277751736095618,-0.03899022674331271,-0.05908166644971597,0.9999999454089173
107,Frequency_Substation_01,1.0000000361094996,0.2970553738591344,0.19003366228522323,0.04574802455050272,0.026446380270085362,-0.016290463398788802,0.1357041166236778,0.2734851106214808,0.07277776378252329,0.0921845078766163
107,Frequency_Substation_02,0.2970553738591344,1.0000000087687255,0.10302990330277995,0.06748545080270756,-0.25183075707048697,-0.009427934891739875,-0.13506588552415058,-0.09472640984460086,0.08110322627728946,-0.032417437257881765
107,Frequency_Substation_03,0.19003366228522323,0.10302990330277995,0.9999999981793688,-0.06579195741536353,0.0575326868341394,-0.13964128828324968,0.09953830236471357,-0.1613407875819651,-0.14351913541561498,-0.15681482349124046
107,Frequency_Substation_04,0.04574802455050272,0.06748545080270756,-0.06579195741536353,1.0000000148452919,0.15091923405931781,-0.15478442600230308,0.033672309032693006,-0.1676746984980618,0.15316383980898643,0.11979643311653317
107,Frequency_Substation_05,0.026446380270085362,-0.25183075707048697,0.0575326868341394,0.15091923405931781,0.9999999585986924,-0.05518800443528301,0.19013603380720923,0.0995189591405544,-0.030794398032671453,-0.13381447078990244
107,Frequency_Substation_06,-0.016290463398788802,-0.009427934891739875,-0.13964128828324968,-0.15478442600230308,-0.05518800443528301,0.9999999987414668,0.11809528451251901,0.18335933883965574,0.12255013663535115,0.07432109280093255
107,Frequency_Substation_07,0.1357041166236778,-0.13506588552415058,0.09953830236471357,0.033672309032693006,0.19013603380720923,0.11809528451251901,0.9999999640788454,-0.16231179127623935,-0.0020339419868295834,-0.11920525812103074
107,Frequency_Substation_08,0.2734851106214808,-0.09472640984460086,-0.1613407875819651,-0.1676746984980618,0.0995189591405544,0.18335933883965574,-0.16231179127623935,0.9999999933443539,0.06965640693231823,-0.0371916470700023
107,Frequency_Substation_09,0.07277776378252329,0.08110322627728946,-0.14351913541561498,0.15316383980898643,-0.030794398032671453,0.12255013663535115,-0.0020339419868295834,0.06965640693231823,1.0000000071355872,-0.05952212690525137
107,Frequency_Substation_10,0.0921845078766163,-0.032417437257881765,-0.15681482349124046,0.11979643311653317,-0.13381447078990244,0.07432109280093255,-0.11920525812103074,-0.0371916470700023,-0.05952212690525137,0.9999999785222643
108,Frequency_Substation_01,1.0000000391776012,0.3105798703693283,0.15189058538325131,0.09528700984987584,-0.021276719978102668,-0.06705721679647487,0.11777552547409864,0.27213434716770596,0.06766793312410516,0.10623589852246745
108,Frequency_Substation_02,0.3105798703693283,0.9999999842124889,0.07182336062316652,0.17025638231316298,-0.2847575075411568,-0.067556173977956,-0.1291112064466777,-0.0576007345325882,0.08880425345804047,-0.014926279607442356
108,Frequency_Substation_03,0.15189058538325131,0.07182336062316652,0.9999999942386857,-0.06965695977566229,0.012222488498657438,-0.17734753952706814,0.06812959167114699,-0.19641205902821413,-0.16573828906933352,-0.1521948733732536
108,Frequency_Substation_04,0.09528700984987584,0.17025638231316298,-0.06965695977566229,1.0000000264525957,0.1277257033095032,-0.19348532883262232,0.053318788975636494,-0.0997042469159062,0.16617876544249502,0.12565368333497468
108,Frequency_Substation_05,-0.021276719978102668,-0.2847575075411568,0.012222488498657438,0.1277257033095032,1.0000000316469182,-0.08768528273507716,0.15962674621492612,0.06515749609436008,-0.05221934894766237,-0.12949343435206592
108,Frequency_Substation_06,-0.06705721679647487,-0.067556173977956,-0.17734753952706814,-0.19348532883262232,-0.08768528273507716,1.0000000170797234,0.08641642194016416,0.1410289859755957,0.10147004345325976,0.0763573980088485
108,Frequency_Substation_07,0.11777552547409864,-0.1291112064466777,0.06812959167114699,0.053318788975636494,0.15962674621492612,0.08641642194016416,0.9999999776146662,-0.1743456654161607,-0.010443386788757125,-0.11175135372741361
108,Frequency_Substation_08,0.27213434716770596,-0.0576007345325882,-0.19641205902821413,-0.0997042469159062,0.06515749609436008,0.1410289859755957,-0.1743456654161607,0.999999922995388,0.06895641952347877,-0.025643536489866472
108,Frequency_Substation_09,0.06766793312410516,0.08880425345804047,-0.16573828906933352,0.16617876544249502,-0.05221934894766237,0.10147004345325976,-0.010443386788757125,0.06895641952347877,1.000000011236611,-0.053822370756302404
108,Frequency_Substation_10,0.10623589852246745,-0.014926279607442356,-0.1521948733732536,0.12565368333497468,-0.12949343435206592,0.0763573980088485,-0.11175135372741361,-0.025643536489866472,-0.053822370756302404,1.0000000041946402
109,Frequency_Substation_01,1.0000000085954086,0.24924103857555657,0.16225761521332277,0.1682594735217216,-0.016714324055168844,-0.04712317893546402,0.17625774311725695,0.24491991394866144,0.0727385716420876,0.16257810472094494
109,Frequency_Substation_02,0.24924103857555657,0.9999999449561523,0.07884055018040236,0.259131332338071,-0.26113266570568583,-0.03831928284717173,-0.08715323062459307,-0.08664520999017247,0.17247462609324432,0.06194156762465221
109,Frequency_Substation_03,0.16225761521332277,0.07884055018040236,0.9999999727667064,-0.0775970546356905,0.00744239209528048,-0.18159973297823429,0.06711087308526739,-0.19546647151017188,-0.18029061340174152,-0.1653004727857327
109,Frequency_Substation_04,0.1682594735217216,0.259131332338071,-0.0775970546356905,0.9999999743240605,0.09617928698465189,-0.23739002896239605,0.003273736816191326,-0.07512235220618049,0.09140939192127749,0.05136846579246171
109,Frequency_Substation_05,-0.016714324055168844,-0.26113266570568583,0.00744239209528048,0.09617928698465189,0.9999999925387055,-0.10124790708641879,0.13509026044464506,0.07861633410864621,-0.07195768285133389,-0.1681247753256355
109,Frequency_Substation_06,-0.04712317893546402,-0.03831928284717173,-0.18159973297823429,-0.23739002896239605,-0.10124790708641879,0.9999999692824666,0.06464127509290948,0.15481529415723297,0.0760061986931697,0.04651232740535604
109,Frequency_Substation_07,0.17625774311725695,-0.08715323062459307,0.06711087308526739,0.003273736816191326,0.13509026044464506,0.06464127509290948,1.0000000105868296,-0.1591814419582408,-0.07468046481573962,-0.17511221595563553
109,Frequency_Substation_08,0.24491991394866144,-0.08664520999017247,-0.19546647151017188,-0.07512235220618049,0.07861633410864621,0.15481529415723297,-0.1591814419582408,1.0000000054009484,0.09977462507122721,0.0028197936048897864
109,Frequency_Substation_09,0.0727385716420876,0.17247462609324432,-0.18029061340174152,0.09140939192127749,-0.07195768285133389,0.0760061986931697,-0.07468046481573962,0.09977462507122721,0.9999999942632349,-0.13065514123624475
109,Frequency_Substation_10,0.16257810472094494,0.06194156762465221,-0.1653004727857327,0.05136846579246171,-0.1681247753256355,0.04651232740535604,-0.17511221595563553,0.0028197936048897864,-0.13065514123624475,0.9999999937418497
110,Frequency_Substation_01,0.9999999977204248,0.2775573294118721,0.15003132504964536,0.19843555675656,0.03298136887407149,-0.052711593382293205,0.16765875932740565,0.21531169855771717,0.11980248602041382,0.18196605076453698
110,Frequency_Substation_02,0.2775573294118721,1.0000000036363665,0.07191713489759288,0.28981091051741203,-0.21392533882755077,-0.04679140404364943,-0.10840238639470622,-0.10325339897287843,0.23230689805633906,0.09240324713481765
110,Frequency_Substation_03,0.15003132504964536,0.07191713489759288,1.0000000002525071,-0.08294389870196883,0.013000896886605225,-0.17874631713703903,0.08168391630875509,-0.2289407652102207,-0.19258602101755912,-0.1734854950642932
110,Frequency_Substation_04,0.19843555675656,0.28981091051741203,-0.08294389870196883,0.9999999946300838,0.13755049893666735,-0.2411706836103758,-0.016611859870719274,-0.09814308402982717,0.1551352739342481,0.08132423787631382
110,Frequency_Substation_05,0.03298136887407149,-0.21392533882755077,0.013000896886605225,0.13755049893666735,0.9999999478027789,-0.1140904741862088,0.08649780134614074,0.12618829537569953,0.030978705329014502,-0.12083789061822903
